,timestamp,close,volume,ret,rw_mean,rw_std,zscore,ema_fast,ema_slow,mom,ret_sign,ret_sign_sum,ret_lag1,ret_lag2,ret_lag3,labels,weights,t1
1182,2025-10-28 14:45:43.052,25596.71736000001,0.12508,-6.911089449404507e-05,-1.718669331300723e-05,3.2724285877407386e-05,-1.5867176154222231,114337.81075190724,114328.26511449712,9.545637410119525,-1.0,-6.0,-6.858127990927727e-05,-1.758194311738757e-05,-1.0846417699556844e-05,1.0,0.8219084473588577,1192.0
1184,2025-10-28 14:45:43.052,25604.761760000023,0.29767,2.6245192209198997e-06,-2.002547140745512e-05,3.4915260910619356e-05,0.6487132098342336,114332.00930031408,114326.81657714712,5.192723166954238,1.0,-8.0,1.2335332605087269e-05,-6.911089449404507e-05,-6.858127990927727e-05,1.0,0.8219220794798532,1185.0
1186,2025-10-28 14:45:43.052,25606.898000000016,0.27074,1.4259602716448675e-05,-1.931685530931375e-05,3.543730224300498e-05,0.9474891217703557,114327.56189889656,114325.56881081674,1.9930880798201542,1.0,-6.0,1.1547802741907467e-05,2.6245192209198997e-06,1.2335332605087269e-05,1.0,0.8219390720639006,1190.0
1188,2025-10-28 14:45:43.052,25605.555280000015,0.27038,6.99852567250263e-07,-1.8603875173491316e-05,3.5985608406996985e-05,0.5364291158363264,114324.33071542325,114324.54851664956,-0.2178012263175333,0.0,-4.0,0.0,1.4259602716448675e-05,1.1547802741907467e-05,1.0,0.8219437248166044,1190.0
1190,2025-10-28 14:45:43.052,25607.436400000006,0.31849,1.7758594996503474e-05,-1.8564510092060076e-05,3.600735386333083e-05,1.0087690860734928,114321.70020015373,114323.59919012553,-1.8989899717998924,0.0,-3.0,0.0,6.99852567250263e-07,0.0,-1.0,0.821945430585334,1191.0
1192,2025-10-28 14:45:43.072,25619.456320000012,0.08342,0.00012535327793584687,-1.8599502720419115e-05,3.646493179501077e-05,3.9477046558088262,114319.7141774501,114322.77284623137,-3.058668781261076,-1.0,-1.0,-1.845844756368425e-05,1.7758594996503474e-05,0.0,-1.0,0.8219859084637736,1222.0
1193,2025-10-28 14:45:43.086,25604.557839999994,0.06458,-5.6332676308610726e-05,-1.2331838823626774e-05,4.858791441037143e-05,-0.9055922142999518,114320.12997007392,114322.81570373198,-2.6857336580578703,1.0,-2.0,0.00012535327793584687,-1.845844756368425e-05,1.7758594996503474e-05,1.0,0.8219986970314687,1199.0
1194,2025-10-28 14:45:43.093,25606.180400000012,0.06578,-5.598451748138598e-06,-1.5148472639057308e-05,4.946037969816454e-05,0.19308427156851982,114319.89283006688,114322.64600852763,-2.753178460756317,-1.0,-1.0,-5.6332676308610726e-05,0.00012535327793584687,-1.845844756368425e-05,1.0,0.821999139779906,1196.0
1199,2025-10-28 14:45:43.570,25614.36360000001,0.1406,6.306788709064664e-05,-2.8122600374353935e-06,3.963723430822379e-05,1.6620773036827596,114318.92244680917,114321.84103039665,-2.9185835874814074,0.0,0.0,0.0,0.0,5.685927308028619e-06,-1.0,0.822017792650345,1218.0
1217,2025-10-28 14:45:43.792,25606.678640000013,0.06895,-1.8281405322769922e-05,3.1533943545323287e-06,1.4102408273153608e-05,-1.519938943838624,114323.88000237053,114323.20324641236,0.6767559581639944,0.0,2.0,0.0,0.0,0.0,-1.0,0.8220350301776792,1218.0
1218,2025-10-28 14:45:43.797,25602.80264000001,0.08311,-4.4873957327665534e-05,2.2393240883938327e-06,1.488813854112275e-05,-3.1644843401373306,114323.77428785905,114323.18904161196,0.5852462470938917,-1.0,1.0,-1.8281405322769922e-05,0.0,0.0,-1.0,0.8220627782476496,1222.0
1222,2025-10-28 14:45:43.803,25601.441359999997,0.09627,-4.99497943436644e-05,-3.157768132521776e-06,1.063373934136566e-05,-4.4003360062421715,114321.75056364413,114322.49631320016,-0.745749556022929,0.0,-2.0,0.0,0.0,0.0,-1.0,0.8221182053494518,1223.0
1240,2025-10-28 14:45:44.006,25610.84824000002,0.06364,7.86536972170893e-05,-1.0336306169943565e-05,2.5786668380141303e-05,3.4510081850446443,114301.7243029697,114311.99625021702,-10.271947247325443,0.0,-4.0,0.0,0.0,0.0,1.0,0.8222706606575984,1247.0
1245,2025-10-28 14:45:44.036,25607.346480000007,0.05259,3.035744226268775e-05,4.374337805019497e-09,2.551866814993863e-05,1.1894456247373713,114302.23317152512,114310.61754061439,-8.384369089268148,0.0,0.0,0.0,0.0,0.0,1.0,0.8223056915368977,1247.0
1247,2025-10-28 14:45:44.067,25611.70808000001,0.05955,6.001228941505736e-05,1.522246450939407e-06,2.6405816800438662e-05,2.215043892420115,114303.00538530742,114310.3513192364,-7.345933928983868,0.0,1.0,0.0,3.035744226268775e-05,0.0,1.0,0.8223551121480144,1253.0
1249,2025-10-28 14:45:44.141,25610.024560000005,0.15432,3.0179746636788173e-05,4.5228609216922745e-06,2.9457168017589427e-05,0.8709895667617258,114304.88195940133,114310.54473051918,-5.662771117844386,0.0,2.0,0.0,6.001228941505736e-05,0.0,1.0,0.8223846150510925,1253.0
1253,2025-10-28 14:45:44.244,25614.129199999996,0.08204,6.0968609276337095e-05,6.403621309084864e-06,2.9934641561412457e-05,1.8228041299460949,114309.02071889357,114311.40127214722,-2.3805532536498504,0.0,5.0,0.0,1.2246586417795648e-06,6.123315705509479e-06,1.0,0.8224579934725459,1254.0
1255,2025-10-28 14:45:44.442,25615.394960000005,0.24427,2.746338230450189e-05,1.683094495316584e-05,2.7588511761752236e-05,0.3853936638206637,114312.59918258636,114312.51157977544,0.08760281091963407,1.0,8.0,6.892416638815971e-05,6.0968609276337095e-05,0.0,1.0,0.8225640626107023,1258.0
1258,2025-10-28 14:45:44.486,25619.813120000006,0.0839,6.961614656640461e-05,1.8938787790616867e-05,2.7070657743805656e-05,1.8720401818862484,114318.7326221099,114314.76686402253,3.965758087375434,1.0,10.0,1.4693474444518635e-05,0.0,2.746338230450189e-05,1.0,0.8226595113649345,1260.0
1259,2025-10-28 14:45:44.700,25621.88552000001,0.06068,6.165347000140185e-05,2.2419595118937098e-05,2.8919840502706028e-05,1.3566421698623146,114321.25999143277,114315.76696684146,5.49302459131286,1.0,11.0,6.961614656640461e-05,1.4693474444518635e-05,0.0,1.0,0.8227154256924638,1260.0
1272,2025-10-28 14:45:45.230,25620.21504000001,0.0888,9.180524121393854e-06,2.3783322187455198e-05,3.500682388274351e-05,-0.4171414626161359,114357.95226626324,114335.076359087,22.87590717623243,0.0,9.0,0.0,-2.6492140294949804e-05,0.0,1.0,0.8228974659653142,1273.0
1284,2025-10-28 14:45:45.684,25626.02000000002,0.16348,1.3113120332806434e-05,5.875061576883831e-06,1.9473002851666428e-05,0.3716971134748858,114373.7048783849,114349.85611364838,23.84876473652548,1.0,6.0,7.431093007913898e-05,0.0,0.0,1.0,0.8230390600249105,1286.0
1286,2025-10-28 14:45:45.809,25630.824000000008,0.29649,6.45140479562993e-05,6.530717593524153e-06,1.9485533650077897e-05,2.9757117048420527,114376.66090951688,114352.44534576996,24.21556374692591,0.0,7.0,0.0,1.3113120332806434e-05,7.431093007913898e-05,1.0,0.8230937621667211,1289.0
1288,2025-10-28 14:45:46.094,25628.052400000015,0.05398,2.2989774752502607e-05,9.752049261675293e-06,2.3313719233692387e-05,0.5678084046252769,114380.41852230295,114355.34324875711,25.075273545837263,-1.0,8.0,-8.741459327648082e-08,6.45140479562993e-05,0.0,1.0,0.82312713953174,1289.0
1289,2025-10-28 14:45:46.458,25633.622319999995,0.08879,6.608173263819175e-05,1.0901537999300423e-05,2.3374264986869128e-05,2.3607242796140264,114382.28342494076,114356.80740453558,25.47602040518541,1.0,7.0,2.2989774752502607e-05,-8.741459327648082e-08,6.45140479562993e-05,1.0,0.823177209754523,1306.0
1295,2025-10-28 14:45:47.261,25625.921199999997,0.0549599999999999,-1.1974805882718042e-05,1.2400194777655835e-05,2.484171928088419e-05,-0.9812122959908557,114393.69156717294,114366.00681053566,27.684756637274404,0.0,7.0,0.0,0.0,0.0,1.0,0.8231823443983051,1305.0
1306,2025-10-28 14:45:49.305,25636.470560000016,0.0869,6.957191772555872e-05,8.741258763530105e-06,2.1498662604725943e-05,2.8295089929753647,114402.39441934595,114378.4662484998,23.928170846149442,1.0,1.0,3.330183935282349e-05,0.0,0.0,1.0,0.8232911926650359,1309.0
1308,2025-10-28 14:45:49.528,25632.11480000001,0.05952,1.791660867489157e-05,8.994153038142067e-06,2.2207328152223296e-05,0.40177979978782397,114405.2171550655,114381.01321984084,24.203935224664747,-1.0,2.0,-8.739887029663178e-08,6.957191772555872e-05,3.330183935282349e-05,1.0,0.8233428942992838,1309.0
1309,2025-10-28 14:45:49.655,25645.19024000001,0.0507499999999999,0.00012890272122762533,8.740494734261517e-06,2.206758635868906e-05,5.445191184976425,114406.62504505926,114382.29147492803,24.33357013123168,1.0,2.0,1.791660867489157e-05,-8.739887029663178e-08,6.957191772555872e-05,1.0,0.8234299004424894,1329.0
1310,2025-10-28 14:45:50.115,25641.344800000006,0.05941,4.5876620299283034e-05,1.1881544163733197e-05,3.261111230319912e-05,1.0424384223878826,114409.30361219648,114384.01142656973,25.292185626749415,1.0,2.0,0.00012890272122762533,1.791660867489157e-05,-8.739887029663178e-08,1.0,0.8234660569017779,1323.0
1311,2025-10-28 14:45:51.240,25640.11,0.05799,3.320462173697214e-05,1.417537517869735e-05,3.333677372277639e-05,0.5708184916119026,114412.22707770158,114385.84711750188,26.3799601997016,1.0,2.0,4.5876620299283034e-05,0.00012890272122762533,1.791660867489157e-05,1.0,0.823484541858037,1324.0
1329,2025-10-28 14:45:52.511,25637.531200000012,0.12679,8.737493370506734e-06,1.2583628765491033e-05,3.152766573178474e-05,-0.12199238321123614,114440.5496117629,114412.70656421868,27.84304754421464,0.0,8.0,0.0,0.0,0.0,1.0,0.8235644913957657,1336.0
1335,2025-10-28 14:45:52.601,25637.46519999999,0.16758,6.20357394871857e-06,3.866473417745671e-06,8.530189328979675e-06,0.27397992308739777,114444.7258208354,114419.43102587585,25.294794959554565,0.0,6.0,0.0,0.0,0.0,1.0,0.8235871894307792,1336.0
1342,2025-10-28 14:45:53.438,25619.538880000022,0.05254,-0.0001838255375017732,1.0073798250906715e-05,2.241627245623314e-05,-8.649936598830056,114454.62859694373,114428.67456583044,25.954031113287783,0.0,6.0,0.0,0.0,0.0,-1.0,0.8237649092929863,1349.0
1349,2025-10-28 14:45:53.581,25627.634560000006,0.1055,-3.495693742630118e-05,-8.869381128335105e-06,5.387996031758274e-05,-0.4841791939971654,114446.18764128661,114430.78686914714,15.400772139473702,0.0,0.0,0.0,-5.453038243752777e-05,-9.681905714192275e-05,-1.0,0.8240056205639131,1350.0
1356,2025-10-28 14:45:54.417,25629.011440000017,0.11442,2.0890557473243066e-05,-2.0078209592417478e-05,6.496121941705937e-05,0.6306650041811561,114426.26072208575,114425.8633098196,0.39741226614569314,0.0,-2.0,0.0,0.0,0.0,-1.0,0.8240933555805331,1357.0
1357,2025-10-28 14:45:54.465,25623.95744,0.30915,-3.164193497158814e-05,-2.3179406615978717e-05,6.115460741105214e-05,-0.13837923424448248,114424.42160569663,114425.24320130092,-0.8215956042986363,1.0,-3.0,2.0890557473243066e-05,0.0,0.0,-1.0,0.8241286625496276,1359.0
1369,2025-10-28 14:45:56.507,25637.40904,0.07554,8.95884382044409e-05,-9.412876860775064e-06,4.737990138782549e-05,2.089521350596434,114407.79756461398,114416.90907362915,-9.111509015172487,0.0,1.0,0.0,0.0,6.0837310212524234e-05,-1.0,0.824221190811219,1370.0
1374,2025-10-28 14:45:56.962,25625.880640000003,0.05677,-3.146779428652269e-06,-7.429828980150452e-07,4.385715313180037e-05,-0.05480967004040955,114406.76933316859,114415.1638573154,-8.394524146817275,0.0,2.0,0.0,0.0,0.0,-1.0,0.8243133665561101,1375.0
1375,2025-10-28 14:45:56.964,25620.726640000008,0.05119,-4.6940635358355745e-05,-9.003218694476587e-07,4.385999186336407e-05,-1.0497109345969877,114406.36273000967,114414.74864887883,-8.38591886915674,-1.0,2.0,-3.146779428652269e-06,0.0,0.0,-1.0,0.8243501408929811,1379.0
1379,2025-10-28 14:45:57.135,25615.808000000005,0.05068,-6.993740605016499e-05,-4.95202415592864e-06,4.522044854756369e-05,-1.4370795409886095,114401.98626435274,114412.06095399092,-10.074689638175187,0.0,-1.0,0.0,0.0,-4.484478786960896e-05,1.0,0.8243873562375785,1390.0
1383,2025-10-28 14:45:58.249,25623.030079999997,0.19682,9.966443683669304e-06,-5.035448336606481e-06,4.484991148265312e-05,0.3344910162103057,114395.82292993514,114408.47313055178,-12.650200616641087,1.0,-1.0,1.9233602152899193e-06,1.7485111206825716e-07,-8.56766853890969e-06,1.0,0.8244211270225407,1390.0
1384,2025-10-28 14:45:58.249,25621.18856000001,0.20718,-9.879018307109631e-06,-4.54149698104197e-06,4.4963558285696674e-05,-0.11870770641677603,114394.73503184608,114407.68384758286,-12.948815736774122,1.0,0.0,9.966443683669304e-06,1.9233602152899193e-06,1.7485111206825716e-07,1.0,0.8244482386703299,1390.0
1390,2025-10-28 14:45:58.638,25639.250480000002,0.09057,0.00015184625006312182,-1.4803286201627497e-05,3.3038260668152575e-05,5.044137712605879,114389.56565954172,114403.26029268577,-13.69463314404129,1.0,-3.0,6.11977420886578e-07,0.0,0.0,1.0,0.8246094789512934,1392.0
1391,2025-10-28 14:45:58.816,25630.11008,0.0854,1.127609021780513e-05,-9.396706528882765e-07,4.1313741579466e-05,0.2956827635747804,114390.62702529966,114403.17667653212,-12.549651232460747,1.0,-3.0,0.00015184625006312182,6.11977420886578e-07,0.0,1.0,0.8247100907000554,1392.0
1402,2025-10-28 14:46:00.199,25618.80760000003,0.05002,-0.00012348298050112534,2.3053173086530247e-05,7.153705548759338e-05,-2.0483950852254287,114421.44362710936,114413.22699243369,8.21663467567123,-1.0,8.0,-3.373013723423104e-05,0.0,0.0,-1.0,0.8248814707330013,1413.0
1403,2025-10-28 14:46:00.204,25623.908800000005,0.09673,-3.356064259850334e-05,1.6782856050709482e-05,7.863088105377407e-05,-0.64025096995257,114421.46423405132,114413.50348448503,7.960749566293089,-1.0,6.0,-0.00012348298050112534,-3.373013723423104e-05,0.0,-1.0,0.8249051915569404,1409.0
1414,2025-10-28 14:46:00.715,25636.469440000015,0.19844,0.0001412555558351789,-1.944645367088423e-05,5.5196933752306485e-05,2.911430022167079,114416.26397163811,114413.82015503942,2.4438165986939566,-1.0,-3.0,-0.0002015628029228527,0.0,0.0,-1.0,0.8250511483496605,1419.0
1423,2025-10-28 14:46:00.716,25625.222400000013,0.069,2.334162660553547e-05,-1.5331615799705413e-05,6.291466407080601e-05,0.6146936267650341,114402.77302990784,114408.89428820935,-6.121258301514899,1.0,-10.0,7.868086804071762e-06,-3.1209713409587636e-05,0.0,-1.0,0.8252394155215198,1431.0
1431,2025-10-28 14:46:00.717,25598.436000000016,0.069,-0.00021839910223181213,-1.1935781444560072e-05,6.038254525965982e-05,-3.419255006485458,114395.77369654106,114404.4770298711,-8.703333330035093,0.0,-2.0,0.0,0.0,0.0,-1.0,0.8253403225495018,1461.0
1436,2025-10-28 14:46:00.717,25621.910240000012,0.06031,1.7923963487299273e-05,-1.3839005855009412e-05,5.229382421889943e-05,0.6073942829709424,114384.53358194903,114398.7301448493,-14.196562900266144,1.0,-2.0,3.6373518263975984e-05,3.7598381520744033e-06,9.968011427298918e-06,1.0,0.8253951110089952,1439.0
1437,2025-10-28 14:46:00.717,25621.316959999996,0.26127,1.0142197987600524e-05,-1.2418341600219977e-05,5.2773367024873565e-05,0.4274985923282241,114383.43990747769,114397.88817288702,-14.448265409329906,1.0,0.0,1.7923963487299273e-05,3.6373518263975984e-05,3.7598381520744033e-06,1.0,0.8254021406394358,1440.0
1440,2025-10-28 14:46:00.717,25621.54704000002,0.15947,1.162832024078225e-05,-6.111087513648306e-06,5.1567055532898276e-05,0.3440066159834138,114381.16846619041,114395.67738048278,-14.50891429236799,1.0,6.0,7.081975572223863e-06,2.185805058389982e-06,1.0142197987600524e-05,1.0,0.8254177013318488,1442.0
1443,2025-10-28 14:46:00.717,25623.831200000015,0.06725,1.9933410170929892e-05,-3.011807641944589e-06,5.169160155123721e-05,0.4438867754377271,114380.30886185078,114393.97449560171,-13.665633750933921,1.0,11.0,2.3868158588063413e-05,3.1474919997127865e-06,1.162832024078225e-05,-1.0,0.8254474946304582,1445.0
1444,2025-10-28 14:46:00.717,25623.16544000001,0.09981,9.179726320897987e-06,-3.182218463674868e-06,5.160569658201569e-05,0.23954613772111916,114380.46706548403,114393.58090558197,-13.113840097939828,1.0,11.0,1.9933410170929892e-05,2.3868158588063413e-05,3.1474919997127865e-06,-1.0,0.8254620757335593,1445.0
1450,2025-10-28 14:46:00.722,25614.337200000024,0.06059,-1.810091575379039e-05,-1.3272123102627643e-05,5.7153760797692565e-05,-0.08448773995324015,114374.01408842266,114388.76723788891,-14.7531494662544,-1.0,7.0,-6.558221948908606e-06,-1.18921327596768e-05,-1.7575613722694827e-05,-1.0,0.8256035277868984,1454.0
1451,2025-10-28 14:46:00.722,25616.28536000001,0.06045,4.722009610368758e-06,-1.417716889031716e-05,5.707579490759249e-05,0.331124237551877,114372.47179428716,114387.75257435156,-15.280780064393184,-1.0,6.0,-1.810091575379039e-05,-6.558221948908606e-06,-1.18921327596768e-05,-1.0,0.8256049469896053,1452.0
1452,2025-10-28 14:46:00.727,25614.761759999994,0.32106,-1.3029302858631521e-05,-3.021113298208117e-06,3.082779870345651e-05,-0.32464819653254284,114371.12781387886,114386.7888833892,-15.661069510344532,1.0,5.0,4.722009610368758e-06,-1.810091575379039e-05,-6.558221948908606e-06,-1.0,0.8256156449282676,1454.0
1456,2025-10-28 14:46:00.743,25610.334400000007,0.0638,-5.7540413192745916e-05,-5.814749095736599e-06,3.477047683755098e-05,-1.487631705224201,114366.07239911614,114382.92421272451,-16.85181360837305,1.0,4.0,5.754041319281606e-05,-5.7540413192745916e-05,7.257954751341047e-06,1.0,0.8256397605375956,1459.0
1459,2025-10-28 14:46:00.752,25621.230880000017,0.05507,5.754041319281606e-05,-1.0204368082038383e-05,3.586991663752771e-05,1.888623893892128,114362.19423664158,114379.89737522147,-17.703138579890947,0.0,1.0,0.0,0.0,-5.7540413192745916e-05,-1.0,0.8256414498346316,1472.0
1463,2025-10-28 14:46:00.765,25615.755200000014,0.15188,-1.2242384166206571e-06,-9.972170202420499e-06,3.779265725321161e-05,0.2314717407965013,114360.56281854457,114377.0734216658,-16.510603121234453,0.0,-3.0,0.0,-7.1705091996760486e-06,0.0,-1.0,0.8256458119386734,1464.0
1466,2025-10-28 14:46:00.781,25615.450560000012,0.05847,-3.060613036427534e-06,-8.271702899287167e-06,3.45637258764095e-05,0.15076760610619167,114359.50055635432,114375.11311584801,-15.612559493689332,0.0,-8.0,0.0,-3.4103863491135582e-06,-1.2242384166206571e-06,-1.0,0.8256566608605804,1469.0
1468,2025-10-28 14:46:00.783,25615.46440000001,0.07052,-2.2736043195175674e-06,-2.6233177980497567e-06,2.7083387788562507e-05,0.01291248170636,114358.86553479345,114373.8803429903,-15.014808196850936,0.0,-7.0,0.0,-3.060613036427534e-06,0.0,-1.0,0.8256651589353928,1469.0
1473,2025-10-28 14:46:00.926,25600.190320000023,0.05413,-0.00011981560305581823,-3.3449043717293117e-06,2.815364737655975e-05,-4.136966583573963,114355.93061394333,114370.45649426815,-14.525880324814352,-1.0,-6.0,-1.6615628993240257e-05,-8.74499486648581e-08,8.744994856688117e-08,1.0,0.8257633733411865,1503.0
1474,2025-10-28 14:46:00.975,25612.348880000005,0.05329,3.2447832568453066e-05,-9.698582262087276e-06,3.8186211294239256e-05,1.1037076940586832,114353.98674594873,114369.31103543968,-15.324289490949013,-1.0,-6.0,-0.00011981560305581823,-1.6615628993240257e-05,-8.74499486648581e-08,-1.0,0.8257675097498731,1475.0
1475,2025-10-28 14:46:01.105,25607.73328,0.09625,-3.620870065736012e-05,-5.199169974027326e-06,3.754865839965719e-05,-0.8258492215031927,114352.58134157266,114368.32477198263,-15.74343040997337,1.0,-8.0,3.2447832568453066e-05,-0.00011981560305581823,-1.6615628993240257e-05,1.0,0.8257887133829797,1500.0
1504,2025-10-28 14:46:01.621,25614.505520000006,0.05021,7.695874434271177e-06,5.002587881363427e-06,2.2351677254551773e-05,0.12049595856955445,114339.83210996739,114349.16327803156,-9.331168064163649,0.0,2.0,0.0,8.745345886973345e-08,0.0,1.0,0.8258778608829257,1505.0
1517,2025-10-28 14:46:02.874,25618.69832000001,0.08634,1.4253607441935301e-05,9.226411350104867e-06,3.350959573945628e-05,0.1500225925139126,114348.79846932521,114350.30305091818,-1.504581592977047,1.0,4.0,6.357531204013657e-05,0.0,0.0,1.0,0.825992079721677,1520.0
1520,2025-10-28 14:46:02.881,25618.239920000007,0.0607,1.775111942495452e-05,1.0000303059591044e-05,3.34365410610405e-05,0.23180677348112314,114351.15428583323,114351.02398806298,0.13029777024348732,1.0,6.0,1.224226747788247e-06,0.0,1.4253607441935301e-05,1.0,0.8260051613187663,1521.0
1524,2025-10-28 14:46:03.920,25630.864,0.06889,9.626018690041229e-05,1.1131585618376975e-05,3.101638564516747e-05,2.7446331937603663,114356.45426455062,114352.99916334143,3.45510120918334,1.0,8.0,1.7486798989777087e-07,8.157925194954054e-05,2.3172169438594395e-05,1.0,0.8261916197172888,1526.0
1525,2025-10-28 14:46:04.327,25626.22312000001,0.10171,2.1768730321385597e-05,1.555980124168403e-05,3.636163403489886e-05,0.1707549621493565,114358.98338221246,114353.98312519908,5.000257013380178,1.0,9.0,9.626018690041229e-05,1.7486798989777087e-07,8.157925194954054e-05,1.0,0.8262356780199333,1526.0
1526,2025-10-28 14:46:04.346,25634.856799999994,0.06156,0.00010009509041926594,1.2992845089995555e-05,3.380765047693273e-05,2.576406358873639,114361.5087743827,114355.01646535649,6.49230902621639,1.0,9.0,2.1768730321385597e-05,9.626018690041229e-05,1.7486798989777087e-07,1.0,0.8263068306085659,1529.0
1529,2025-10-28 14:46:04.520,25634.930800000002,0.05648,6.992640248988983e-05,2.0204777572582523e-05,3.8971829768585524e-05,1.2758350224321593,114371.18632798735,114359.17447953111,12.011848456240841,1.0,11.0,4.370648473814999e-05,4.3707449433702105e-07,0.00010009509041926594,1.0,0.8264199837416623,1530.0
1530,2025-10-28 14:46:04.612,25638.148,0.06806,7.534022627124345e-05,2.3701097697077013e-05,4.018168517995646e-05,1.2851409477903644,114374.88286817903,114360.8408900383,14.041978140739957,1.0,12.0,6.992640248988983e-05,4.370648473814999e-05,4.3707449433702105e-07,1.0,0.8264874975877875,1544.0
1545,2025-10-28 14:46:06.225,25643.104720000018,0.05809,8.170688929521137e-05,1.999460106866404e-05,3.419546037625555e-05,1.804692432547373,114409.98490284395,114383.97016399661,26.014738847341505,1.0,8.0,8.503468620646737e-05,0.0,0.0,1.0,0.8266639697717557,1550.0
1551,2025-10-28 14:46:06.370,25640.894560000015,0.06366,2.883363994752228e-05,1.2837171345209735e-05,2.8135947482760927e-05,0.5685420366054195,114424.46896207855,114394.4508413801,30.018120698456187,1.0,5.0,6.168930663268898e-05,0.0,0.0,1.0,0.8267756175298028,1553.0
1553,2025-10-28 14:46:06.402,25642.0,0.06498,2.9880407602395085e-05,1.5703019591638152e-05,2.8142345641510086e-05,0.5037742224041439,114429.64674673551,114398.2244286063,31.42231812920363,1.0,6.0,2.8483324981046043e-05,2.883363994752228e-05,6.168930663268898e-05,1.0,0.8268157932570237,1556.0
1554,2025-10-28 14:46:06.418,25642.262000000002,0.11831,2.5249122124787603e-05,1.7197039971757907e-05,2.805784655662404e-05,0.28698148367723486,114432.34515180832,114400.18362766839,32.16152413992677,1.0,7.0,2.9880407602395085e-05,2.8483324981046043e-05,2.883363994752228e-05,1.0,0.826870115299931,1557.0
1556,2025-10-28 14:46:07.073,25640.52672000001,0.0574000000000001,9.872320751724783e-06,1.8459496077997285e-05,2.7810291780402567e-05,-0.3087768771351338,114437.519727444,114404.09782529257,33.421902151429094,0.0,9.0,0.0,2.5249122124787603e-05,2.9880407602395085e-05,1.0,0.8269118673014118,1557.0
1560,2025-10-28 14:46:07.767,25647.314880000005,0.0500200000000001,4.061904295542709e-05,2.488913856118916e-05,3.455343344299339e-05,0.4552342031573685,114449.1700893158,114412.63619006782,36.533899247981026,0.0,12.0,0.0,6.376902823038599e-06,0.00011592695252161586,1.0,0.827077088810483,1561.0
1562,2025-10-28 14:46:07.891,25655.001999999993,0.0552,4.856013098913008e-05,3.294257988745267e-05,3.9422158795238104e-05,0.39616175199886516,114456.19406404308,114417.4751297033,38.71893433977675,1.0,12.0,0.00012044978356984311,4.061904295542709e-05,0.0,-1.0,0.827095720262344,1571.0
1576,2025-10-28 14:46:09.376,25637.290640000007,0.39688,-6.420258319338327e-05,1.056144616595849e-05,4.287498914594751e-05,-1.743767880059241,114483.75877051425,114446.1353411263,37.623429387953365,-1.0,1.0,-5.240857585669888e-07,0.0,-2.5243138813563263e-05,-1.0,0.8272654240625564,1579.0
1577,2025-10-28 14:46:09.476,25635.017840000015,0.07091,-5.84410368759041e-05,6.857700968703089e-06,4.602165383560527e-05,-1.4188698567340794,114483.181744751,114447.1702479746,36.01149677639478,-1.0,0.0,-6.420258319338327e-05,-5.240857585669888e-07,0.0,1.0,0.8272715762171088,1593.0
1579,2025-10-28 14:46:09.598,25635.497600000017,0.0755,-4.918397195819497e-05,-2.1839115606428188e-06,4.040757542512211e-05,-1.163149718808806,114480.97276611136,114448.70755528074,32.26521083062107,-1.0,-4.0,-8.73583663595521e-08,-5.84410368759041e-05,-6.420258319338327e-05,1.0,0.8272718442661319,1591.0
1580,2025-10-28 14:46:09.706,25639.151440000016,0.07674,-8.736270512849457e-07,-4.643110158552567e-06,4.174228824824465e-05,0.09030371076624,114479.48678838646,114449.25386494365,30.23292344281799,-1.0,-6.0,-4.918397195819497e-05,-8.73583663595521e-08,-5.84410368759041e-05,1.0,0.8272884361715382,1591.0
1594,2025-10-28 14:46:11.116,25653.520720000015,0.05412,5.878320941843206e-05,3.918713227177295e-18,3.6760986323392915e-05,1.5990650867991323,114471.93957290916,114456.36404790285,15.575525006308453,1.0,-5.0,0.00010552147227627562,0.0,6.770382818805096e-05,1.0,0.8274649368609815,1602.0
1605,2025-10-28 14:46:12.921,25651.841280000008,0.0500100000000001,3.23138037174967e-05,1.5294875445061834e-05,2.9958987185995147e-05,0.5680742298251168,114488.15536740079,114468.39182547163,19.763541929161875,1.0,7.0,2.6200839037797297e-06,3.318782799672899e-06,1.8952207554997926e-05,1.0,0.8275584899399323,1610.0
1606,2025-10-28 14:46:12.921,25652.244000000006,0.0503,2.3405021985073566e-05,1.6910565630936666e-05,2.9962062819970653e-05,0.21675599216182034,114489.66438002928,114469.5593066037,20.105073425584123,1.0,8.0,3.23138037174967e-05,2.6200839037797297e-06,3.318782799672899e-06,1.0,0.8275773734834624,1610.0
1611,2025-10-28 14:46:14.412,25656.62728,0.10098,5.073663969357301e-05,1.9530492797557855e-05,2.9483094121805627e-05,1.0584420706294222,114496.6858608409,114475.36954756589,21.316313275005086,1.0,10.0,2.8644196809836195e-05,0.0,4.366556908615621e-07,-1.0,0.8276232544905424,1615.0
1615,2025-10-28 14:46:15.045,25644.301440000025,0.06381,-6.322470998414562e-05,1.0466899288098572e-05,1.678601977879722e-05,-4.390058517473299,114502.9949849633,114480.41803203308,22.576952930219704,0.0,10.0,0.0,0.0,0.0,1.0,0.8276396864780805,1620.0
1617,2025-10-28 14:46:15.293,25651.704239999992,0.07016,1.9125023202622905e-05,7.187751594604777e-06,2.3511794949336317e-05,0.50771418638427,114504.00632555952,114482.23379992129,21.77252563822549,0.0,7.0,0.0,-6.322470998414562e-05,0.0,1.0,0.8276575403847892,1619.0
