timestamp,open,high,low,close,volume
2026-01-07 11:30:11.308,92168.4,92168.4,92168.39,92168.39,0.05005999999999999
2026-01-07 11:30:14.388,92168.39,92168.4,92168.39,92168.4,0.056490000000000005
2026-01-07 11:30:18.438,92168.4,92168.4,92168.39,92168.39,0.13454
2026-01-07 11:30:20.286,92168.39,92168.39,92168.39,92168.39,0.08506
2026-01-07 11:30:20.286,92168.39,92168.39,92168.39,92168.39,0.18431
2026-01-07 11:30:20.286,92168.39,92168.39,92168.0,92168.0,0.06088999999999996
2026-01-07 11:30:20.286,92168.0,92168.0,92162.93,92162.93,0.29182
2026-01-07 11:30:20.286,92162.93,92162.93,92161.3,92161.3,0.08008
2026-01-07 11:30:20.286,92161.3,92161.3,92160.6,92160.6,0.35869000000000006
2026-01-07 11:30:20.286,92160.6,92160.6,92159.18,92159.18,0.26563
2026-01-07 11:30:20.286,92159.18,92159.18,92159.17,92159.17,0.27024000000000004
2026-01-07 11:30:20.286,92159.17,92159.17,92157.83,92157.83,0.10223000000000002
2026-01-07 11:30:20.286,92157.6,92157.6,92153.87,92153.87,0.25302
2026-01-07 11:30:24.321,92153.87,92153.88,92153.87,92153.88,0.09826000000000001
2026-01-07 11:30:24.321,92153.88,92153.88,92153.88,92153.88,0.07371000000000001
2026-01-07 11:30:24.321,92153.88,92153.88,92153.88,92153.88,0.14918
2026-01-07 11:30:24.322,92153.88,92153.88,92153.88,92153.88,0.1644
2026-01-07 11:30:24.324,92153.88,92153.88,92153.88,92153.88,0.28022
2026-01-07 11:30:24.324,92153.88,92153.88,92153.88,92153.88,0.75105
2026-01-07 11:30:24.324,92153.88,92155.22,92153.88,92155.22,0.09862999999999997
2026-01-07 11:30:24.325,92155.22,92157.36,92155.22,92157.36,0.05013
2026-01-07 11:30:25.433,92157.36,92159.42,92157.36,92159.42,0.07839000000000002
2026-01-07 11:30:25.433,92159.42,92159.42,92159.42,92159.42,0.07010000000000001
2026-01-07 11:30:25.433,92159.42,92159.42,92159.42,92159.42,0.05424999999999999
2026-01-07 11:30:25.433,92159.42,92159.42,92159.42,92159.42,0.09765000000000001
2026-01-07 11:30:27.939,92159.42,92159.42,92159.42,92159.42,0.05637
2026-01-07 11:30:27.939,92159.42,92159.42,92159.42,92159.42,0.09852000000000001
2026-01-07 11:30:27.939,92159.42,92159.42,92159.42,92159.42,0.20327
2026-01-07 11:30:27.939,92159.42,92164.08,92159.42,92164.08,0.3357
2026-01-07 11:30:27.939,92164.08,92164.09,92164.08,92164.09,0.32071000000000005
2026-01-07 11:30:31.159,92164.09,92164.09,92164.08,92164.09,0.13045
2026-01-07 11:30:34.693,92164.08,92164.09,92164.08,92164.08,0.06520000000000001
2026-01-07 11:30:37.401,92164.09,92164.09,92164.08,92164.08,0.18595
2026-01-07 11:30:50.440,92164.08,92164.09,92164.08,92164.09,0.055410000000000015
2026-01-07 11:30:56.080,92164.08,92164.09,92164.08,92164.09,0.08215
2026-01-07 11:31:01.082,92164.08,92164.09,92164.08,92164.08,0.09077
2026-01-07 11:31:01.082,92164.08,92164.08,92164.08,92164.08,0.05698
2026-01-07 11:31:01.465,92164.08,92164.08,92164.08,92164.08,0.05213000000000001
2026-01-07 11:31:02.130,92164.08,92164.08,92159.15,92159.15,0.05752999999999997
2026-01-07 11:31:06.219,92159.16,92159.16,92153.02,92153.02,0.05236999999999982
2026-01-07 11:31:06.315,92153.02,92153.02,92150.0,92150.0,0.05877000000000003
2026-01-07 11:31:06.315,92150.0,92150.0,92146.07,92146.07,0.09349000000000002
2026-01-07 11:31:08.149,92146.07,92146.07,92145.68,92145.69,0.09129999999999999
2026-01-07 11:31:12.128,92145.68,92145.69,92145.68,92145.68,0.05710000000000001
2026-01-07 11:31:12.165,92145.68,92145.68,92145.68,92145.68,0.12271000000000001
2026-01-07 11:31:13.302,92145.68,92145.68,92136.31,92136.31,0.05000999999999987
2026-01-07 11:31:15.484,92136.31,92136.32,92133.92,92133.92,0.05059999999999987
2026-01-07 11:31:16.288,92133.93,92133.93,92133.92,92133.92,0.35465
2026-01-07 11:31:16.475,92133.92,92133.92,92133.92,92133.92,0.20543
2026-01-07 11:31:16.475,92133.92,92133.92,92133.92,92133.92,0.07678
2026-01-07 11:31:19.401,92133.92,92133.92,92131.72,92131.73,0.06748
2026-01-07 11:31:22.841,92131.73,92131.73,92131.72,92131.73,0.050039999999999994
2026-01-07 11:31:31.436,92131.73,92131.73,92131.72,92131.73,0.09290000000000001
2026-01-07 11:31:38.937,92131.72,92131.73,92131.72,92131.72,0.13051000000000001
2026-01-07 11:31:46.767,92131.72,92131.73,92131.72,92131.73,0.05786
2026-01-07 11:31:46.767,92131.73,92131.73,92131.73,92131.73,0.06949
2026-01-07 11:31:56.719,92131.73,92131.73,92131.72,92131.72,0.19141000000000002
2026-01-07 11:31:56.719,92131.72,92131.72,92131.72,92131.72,0.050760000000000007
2026-01-07 11:31:56.777,92131.72,92131.72,92131.72,92131.72,0.0505
2026-01-07 11:31:56.777,92131.72,92131.72,92131.72,92131.72,0.17428000000000002
2026-01-07 11:31:58.112,92131.72,92131.73,92131.72,92131.72,0.36626000000000003
2026-01-07 11:31:58.112,92131.72,92131.72,92131.72,92131.72,0.18747000000000003
2026-01-07 11:31:59.357,92131.73,92131.73,92131.72,92131.73,0.16399
2026-01-07 11:31:59.357,92131.73,92131.73,92131.73,92131.73,0.1
2026-01-07 11:31:59.357,92131.73,92131.73,92131.73,92131.73,0.2396
2026-01-07 11:31:59.357,92131.73,92131.73,92131.73,92131.73,0.8255100000000001
2026-01-07 11:31:59.357,92131.73,92131.73,92131.73,92131.73,0.06816000000000001
2026-01-07 11:31:59.357,92131.73,92131.73,92131.73,92131.73,0.23493000000000003
2026-01-07 11:31:59.357,92131.73,92131.73,92131.73,92131.73,0.22026
2026-01-07 11:31:59.357,92131.73,92131.73,92131.73,92131.73,0.08220000000000001
2026-01-07 11:31:59.357,92131.73,92131.73,92131.73,92131.73,0.22133000000000003
2026-01-07 11:31:59.357,92131.73,92131.73,92131.73,92131.73,0.07242000000000001
2026-01-07 11:31:59.357,92131.73,92131.73,92131.73,92131.73,0.07671
2026-01-07 11:31:59.357,92131.73,92131.73,92131.73,92131.73,0.18680000000000002
2026-01-07 11:31:59.357,92131.73,92131.73,92131.73,92131.73,0.10319
2026-01-07 11:32:00.262,92131.72,92131.75,92131.72,92131.75,0.07585
2026-01-07 11:32:00.262,92131.75,92131.8,92131.75,92131.8,0.05102
2026-01-07 11:32:00.262,92131.8,92132.98,92131.8,92132.98,0.19699000000000003
2026-01-07 11:32:00.270,92132.98,92143.59,92132.98,92143.59,0.06908999999999998
2026-01-07 11:32:00.277,92143.59,92148.2,92143.59,92148.2,0.06208999999999999
2026-01-07 11:32:00.432,92148.2,92148.21,92148.19,92148.21,0.05006999999999993
2026-01-07 11:32:01.032,92148.21,92151.06,92148.21,92151.05,0.06327999999999998
2026-01-07 11:32:10.215,92151.06,92151.06,92151.05,92151.05,0.061509999999999995
2026-01-07 11:32:10.215,92151.05,92151.05,92144.24,92144.24,0.07730999999999998
2026-01-07 11:32:11.615,92143.92,92143.92,92140.27,92140.27,0.08291000000000004
2026-01-07 11:32:14.073,92140.27,92140.27,92134.4,92134.4,0.056739999999999985
2026-01-07 11:32:19.107,92134.41,92134.41,92134.4,92134.41,0.26704000000000006
2026-01-07 11:32:19.107,92134.41,92134.41,92134.41,92134.41,0.19999000000000003
2026-01-07 11:32:19.107,92134.41,92134.41,92134.41,92134.41,0.14485
2026-01-07 11:32:19.107,92134.41,92134.41,92134.41,92134.41,0.43711000000000005
2026-01-07 11:32:24.283,92134.4,92134.41,92134.4,92134.41,0.05189000000000002
2026-01-07 11:32:27.201,92134.4,92134.41,92134.4,92134.4,0.06774000000000001
2026-01-07 11:32:34.776,92134.4,92134.41,92134.4,92134.4,0.0562
2026-01-07 11:32:40.901,92134.41,92134.41,92134.4,92134.4,0.06817
2026-01-07 11:32:52.808,92134.4,92134.41,92134.4,92134.41,0.054369999999999995
2026-01-07 11:33:02.652,92134.4,92134.41,92134.4,92134.41,0.21447999999999998
2026-01-07 11:33:03.589,92134.41,92134.41,92134.4,92134.41,0.05003999999999997
2026-01-07 11:33:03.654,92134.41,92147.38,92134.41,92146.21,0.050180000000000016
2026-01-07 11:33:04.511,92146.21,92148.32,92146.21,92148.32,0.050029999999999686
2026-01-07 11:33:12.884,92148.32,92148.34,92148.32,92148.33,0.11945000000000003
2026-01-07 11:33:16.568,92148.33,92148.34,92148.33,92148.33,0.09523000000000001
2026-01-07 11:33:16.568,92148.33,92148.33,92148.33,92148.33,0.30000000000000004
2026-01-07 11:33:16.568,92148.33,92148.33,92148.33,92148.33,0.10743000000000001
2026-01-07 11:33:16.568,92148.33,92148.33,92148.33,92148.33,1.05861
2026-01-07 11:33:27.436,92148.33,92148.34,92148.33,92148.33,0.23218000000000003
2026-01-07 11:33:27.436,92148.33,92148.33,92148.33,92148.33,0.08116999999999999
2026-01-07 11:33:27.436,92148.33,92148.33,92148.33,92148.33,0.05734
2026-01-07 11:33:27.453,92148.33,92148.33,92148.33,92148.33,0.052730000000000006
2026-01-07 11:33:27.484,92148.33,92148.33,92146.11,92146.11,0.05241
2026-01-07 11:33:27.615,92146.11,92146.11,92144.6,92144.6,0.17716
2026-01-07 11:33:32.316,92144.6,92144.6,92135.68,92135.68,0.18935
2026-01-07 11:33:32.316,92135.68,92135.68,92135.68,92135.68,0.16388
2026-01-07 11:33:35.679,92135.68,92135.69,92135.68,92135.69,0.06434999999999999
2026-01-07 11:33:36.365,92135.68,92135.68,92135.67,92135.67,0.050009999999999936
2026-01-07 11:33:36.365,92135.67,92135.67,92134.39,92134.39,0.053479999999999986
2026-01-07 11:33:36.365,92134.39,92134.39,92133.9,92133.9,0.05152999999999999
2026-01-07 11:33:36.615,92132.18,92132.18,92130.0,92130.0,0.1217699999999999
2026-01-07 11:33:45.655,92130.0,92130.0,92125.65,92125.65,0.06931
2026-01-07 11:33:55.303,92125.65,92125.66,92125.65,92125.65,0.07603000000000001
2026-01-07 11:33:56.993,92125.65,92125.66,92125.65,92125.66,0.16031000000000004
2026-01-07 11:33:56.993,92125.66,92125.66,92125.66,92125.66,0.08213000000000001
2026-01-07 11:33:56.993,92125.66,92125.66,92125.66,92125.66,0.07622000000000001
2026-01-07 11:33:56.993,92125.66,92125.66,92125.66,92125.66,0.08213000000000001
2026-01-07 11:33:56.993,92125.66,92125.66,92125.66,92125.66,0.07622000000000001
2026-01-07 11:33:56.993,92125.66,92125.66,92125.66,92125.66,0.07622000000000001
2026-01-07 11:33:56.993,92125.66,92125.7,92125.66,92125.7,0.07247
2026-01-07 11:33:56.993,92125.7,92125.75,92125.7,92125.75,0.050390000000000004
2026-01-07 11:33:57.365,92125.75,92132.11,92125.75,92132.11,0.05000999999999972
2026-01-07 11:33:57.365,92132.11,92141.13,92132.11,92141.13,0.06724999999999998
2026-01-07 11:33:57.567,92141.13,92141.39,92141.13,92141.39,0.06304
2026-01-07 11:34:01.210,92141.39,92141.4,92141.39,92141.39,0.38077000000000005
2026-01-07 11:34:01.210,92141.39,92141.39,92141.39,92141.39,0.08109000000000001
2026-01-07 11:34:01.210,92141.39,92141.39,92141.39,92141.39,0.22142
2026-01-07 11:34:01.210,92141.39,92141.39,92141.39,92141.39,0.08399000000000001
2026-01-07 11:34:01.210,92141.39,92141.39,92141.39,92141.39,0.08460000000000001
2026-01-07 11:34:01.210,92141.39,92141.39,92141.39,92141.39,0.08460000000000001
2026-01-07 11:34:01.210,92141.39,92141.39,92141.39,92141.39,0.08399000000000001
2026-01-07 11:34:01.210,92141.39,92141.39,92141.39,92141.39,0.1383
2026-01-07 11:34:01.210,92141.39,92141.39,92141.39,92141.39,0.1404
2026-01-07 11:34:01.210,92141.39,92141.39,92141.39,92141.39,0.51792
2026-01-07 11:34:01.210,92141.39,92141.39,92141.39,92141.39,0.13298000000000001
2026-01-07 11:34:04.218,92141.4,92141.4,92141.39,92141.4,0.05065000000000001
2026-01-07 11:34:10.440,92141.39,92141.4,92141.39,92141.39,0.10188
2026-01-07 11:34:14.394,92141.39,92141.4,92141.39,92141.39,0.05003000000000001
2026-01-07 11:34:15.440,92141.39,92141.39,92141.39,92141.39,0.07709
2026-01-07 11:34:20.445,92141.39,92141.4,92141.39,92141.39,0.10741
2026-01-07 11:34:23.935,92141.39,92141.4,92141.39,92141.39,0.05116
2026-01-07 11:34:30.440,92141.39,92141.4,92141.39,92141.39,0.08713
2026-01-07 11:34:30.816,92141.4,92144.61,92141.39,92144.61,0.05096999999999999
2026-01-07 11:34:31.782,92144.61,92147.84,92144.61,92147.84,0.05008999999999966
2026-01-07 11:34:34.078,92147.83,92147.84,92147.83,92147.84,0.06966
2026-01-07 11:34:39.551,92147.84,92147.84,92147.83,92147.83,0.06890999999999999
2026-01-07 11:34:40.165,92147.83,92147.83,92141.39,92141.39,0.05154000000000003
2026-01-07 11:34:41.290,92141.39,92141.39,92136.79,92136.8,0.052750000000000054
2026-01-07 11:34:41.577,92136.8,92136.8,92136.8,92136.8,0.08306000000000001
2026-01-07 11:34:41.577,92136.8,92136.8,92136.8,92136.8,0.08136
2026-01-07 11:34:41.577,92136.8,92136.8,92136.8,92136.8,0.1665
2026-01-07 11:34:41.577,92136.8,92136.8,92136.8,92136.8,0.054920000000000004
2026-01-07 11:34:41.577,92136.8,92136.8,92136.8,92136.8,0.19942000000000001
2026-01-07 11:34:41.577,92136.8,92136.8,92136.8,92136.8,0.07658000000000001
2026-01-07 11:34:41.578,92136.8,92136.8,92136.8,92136.8,0.09243000000000001
2026-01-07 11:34:41.578,92136.8,92136.8,92136.8,92136.8,0.17495000000000002
2026-01-07 11:34:41.578,92136.8,92136.8,92136.8,92136.8,0.35843
2026-01-07 11:34:41.578,92136.8,92136.8,92136.8,92136.8,0.20297
2026-01-07 11:34:41.578,92136.8,92136.8,92136.8,92136.8,0.1373
2026-01-07 11:34:41.578,92136.8,92136.8,92136.8,92136.8,0.14088000000000003
2026-01-07 11:34:41.578,92136.8,92136.8,92136.8,92136.8,0.16706000000000001
2026-01-07 11:34:41.578,92136.8,92136.8,92136.8,92136.8,0.09415000000000001
2026-01-07 11:34:41.578,92136.8,92136.8,92136.8,92136.8,0.05075
2026-01-07 11:34:41.578,92136.8,92136.8,92136.8,92136.8,0.05946
2026-01-07 11:34:41.578,92136.8,92136.8,92136.8,92136.8,0.06280000000000001
2026-01-07 11:34:41.578,92136.8,92141.4,92136.8,92141.4,0.20114000000000004
2026-01-07 11:34:41.578,92141.4,92141.4,92141.4,92141.4,0.12
2026-01-07 11:34:41.578,92141.4,92144.92,92141.4,92144.92,0.06357000000000002
2026-01-07 11:34:41.578,92144.92,92145.83,92144.92,92145.83,0.07937999999999998
2026-01-07 11:34:41.578,92145.83,92145.88,92145.83,92145.88,0.07718
2026-01-07 11:34:41.578,92145.88,92146.9,92145.88,92146.9,0.09777999999999998
2026-01-07 11:34:41.578,92147.15,92147.84,92147.15,92147.84,0.09387000000000001
2026-01-07 11:34:41.578,92147.92,92148.61,92147.92,92148.61,0.08957000000000001
2026-01-07 11:34:41.578,92148.78,92148.78,92148.78,92148.78,0.054310000000000004
2026-01-07 11:34:41.578,92149.06,92149.54,92149.06,92149.54,0.084
2026-01-07 11:34:41.579,92149.69,92150.49,92149.69,92150.49,0.08461
2026-01-07 11:34:41.579,92150.84,92151.06,92150.84,92151.06,0.16053
2026-01-07 11:34:41.579,92151.6,92153.76,92151.6,92153.76,0.0858
2026-01-07 11:34:41.580,92154.0,92157.06,92154.0,92157.06,0.055630000000000006
2026-01-07 11:34:41.581,92157.39,92158.73,92157.39,92158.73,0.22158000000000003
2026-01-07 11:34:41.581,92158.89,92159.61,92158.89,92159.61,0.06101
2026-01-07 11:34:41.582,92159.69,92160.0,92147.34,92151.15,0.08439
2026-01-07 11:34:41.583,92160.0,92163.72,92160.0,92163.72,0.08603
2026-01-07 11:34:41.592,92163.72,92164.0,92159.76,92164.0,0.059719999999999995
2026-01-07 11:34:41.612,92162.14,92164.44,92162.14,92164.44,0.05808000000000001
2026-01-07 11:34:41.614,92164.44,92168.4,92164.44,92168.4,0.08185
2026-01-07 11:34:41.614,92168.4,92168.4,92168.4,92168.4,0.05148
2026-01-07 11:34:41.615,92168.43,92172.99,92168.43,92172.99,0.10044
2026-01-07 11:34:41.615,92172.99,92172.99,92172.99,92172.99,0.06511
2026-01-07 11:34:41.615,92172.99,92172.99,92172.99,92172.99,0.05426
2026-01-07 11:34:41.642,92171.99,92172.99,92171.99,92172.57,0.05320000000000001
2026-01-07 11:34:41.670,92172.99,92173.64,92172.99,92172.99,0.17608000000000001
2026-01-07 11:34:41.672,92173.41,92175.34,92173.41,92175.34,0.050179999999999995
2026-01-07 11:34:41.675,92175.12,92175.79,92175.12,92175.79,0.05157999999999999
2026-01-07 11:34:41.675,92175.79,92176.96,92175.79,92176.96,0.10031999999999999
2026-01-07 11:34:41.675,92176.96,92176.96,92176.96,92176.96,0.05425000000000001
2026-01-07 11:34:41.675,92176.96,92176.96,92176.96,92176.96,0.05781000000000001
2026-01-07 11:34:41.849,92176.96,92176.96,92176.96,92176.96,0.051730000000000005
2026-01-07 11:34:42.441,92176.96,92176.96,92176.95,92176.95,0.10192
2026-01-07 11:34:47.446,92176.95,92176.96,92176.95,92176.95,0.10556000000000001
2026-01-07 11:34:57.448,92176.95,92176.96,92176.95,92176.95,0.11518
2026-01-07 11:34:57.625,92176.96,92176.96,92176.96,92176.96,0.05320999999999999
2026-01-07 11:34:57.839,92176.96,92176.96,92176.96,92176.96,0.08539000000000001
2026-01-07 11:35:02.442,92176.96,92176.96,92176.95,92176.95,0.13105
2026-01-07 11:35:04.515,92176.96,92176.96,92176.96,92176.96,0.050359999999999995
2026-01-07 11:35:04.515,92176.96,92176.96,92176.96,92176.96,0.056559999999999985
2026-01-07 11:35:08.454,92176.96,92176.98,92176.96,92176.98,0.0791
2026-01-07 11:35:12.449,92176.98,92176.98,92176.97,92176.97,0.10136
2026-01-07 11:35:16.084,92176.97,92176.98,92176.97,92176.98,0.33045
2026-01-07 11:35:16.088,92176.98,92178.68,92176.98,92178.68,0.21653999999999998
2026-01-07 11:35:16.187,92178.68,92185.68,92178.68,92185.68,0.08242999999999998
2026-01-07 11:35:16.318,92185.82,92196.64,92185.82,92196.64,0.05068999999999997
2026-01-07 11:35:18.124,92196.64,92196.64,92192.03,92192.03,0.29815
2026-01-07 11:35:18.124,92192.03,92192.03,92192.03,92192.03,0.08605
2026-01-07 11:35:18.124,92192.03,92192.03,92192.03,92192.03,0.1708
2026-01-07 11:35:18.124,92192.03,92192.03,92192.03,92192.03,0.24829
2026-01-07 11:35:19.446,92192.03,92192.04,92192.03,92192.04,0.13826000000000002
2026-01-07 11:35:19.447,92192.04,92192.04,92192.04,92192.04,0.05473
2026-01-07 11:35:21.169,92192.04,92192.54,92192.04,92192.54,0.05071999999999993
2026-01-07 11:35:22.449,92192.54,92198.0,92192.54,92197.99,0.13577
2026-01-07 11:35:22.929,92198.0,92198.0,92198.0,92198.0,0.20563
2026-01-07 11:35:22.938,92198.0,92202.0,92198.0,92202.0,0.05219000000000002
2026-01-07 11:35:22.939,92202.0,92202.0,92202.0,92202.0,0.050570000000000004
2026-01-07 11:35:26.548,92202.0,92209.72,92202.0,92209.71,0.05046999999999981
2026-01-07 11:35:27.447,92209.72,92209.72,92209.71,92209.71,0.08563
2026-01-07 11:35:29.819,92209.71,92216.0,92209.71,92216.0,0.05041999999999975
2026-01-07 11:35:30.816,92216.0,92220.78,92216.0,92220.78,0.05026999999999998
2026-01-07 11:35:32.473,92220.78,92220.78,92220.77,92220.78,0.14742000000000002
2026-01-07 11:35:35.552,92220.78,92223.02,92220.78,92223.02,0.13834999999999992
2026-01-07 11:35:35.552,92223.02,92228.25,92223.02,92228.25,0.07944000000000001
2026-01-07 11:35:37.017,92228.24,92228.25,92228.24,92228.25,0.09702000000000001
2026-01-07 11:35:37.017,92228.25,92228.25,92228.25,92228.25,0.05144000000000001
2026-01-07 11:35:42.441,92228.24,92228.25,92228.24,92228.24,0.12797000000000003
2026-01-07 11:35:47.446,92228.25,92228.25,92228.24,92228.24,0.052270000000000004
